"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","participant_name","rater_id","question_order","q_no","q","q_key"
"4754","
            <p><b>Welcome</b> to the 'Paced Mentats: Expert Data Annotation' process.</p>
            <p><b>Thank you so much</b> for taking the time and sharing your valuable expertise! We are excited and happy to have you on the team!</p>
            <p>You are accessing version v0.32 (06/26/2024)</p>
            <p><b>If you refresh the page before the automatic download of the results at the end, your annotations will be lost!</b></p>
            <p>
Press any key to begin.</p>
        "," ","html-keyboard-response","0","4759","0.0-0.0","","","","","",""
"","","","html-keyboard-response","1","130426","0.0-1.0","x0","x0","","","",""
"3471","
        <p>

<h2>Instructions 1/2</h2>

        In the following survey, you will be shown one question at a time with a set of possible answers. </p>
        <p><b>Please take your time to read each question and all the answers carefully</b>.</p>
        <p><b>You need to interact with all sliders</b> before you can continue to the next question.</p>
        <p>Informations regarding patient age or nationality are anonymized, if the informaiton is not relevant for the correct answer.</p>
        <p>If you think there is an issue with the question or one of the answers, please use the text box under each question to share your thoughts.</p>
        <p>Potentiall issues could be that the question needs more information (e.g., answer depends on patient age or nationality) or there is a factual error.</p>
        <p>
Press any key to continue.</p>
        ","arrowright","html-keyboard-response","2","134905","0.0-2.0","","","","","",""
"1664","
        <p>

<h2>Instructions 2/2</h2>

        <p><b>Move the sliders</b> for each answer option to <b>indicate how confident you are</b> that the answer is a correct response to the question.</p>
        <p>
If you are certain that the answer is a <b>correct choice for the question</b>, move the slide <b>all the way to the right</b>.</p>
        <p>
If you are certain that the answer is an <b>incorrect choice for the question</b>, move the slide <b>all the way to the left</b>.</p>
        <p>Multiple answers can be correct, incorrect, or somewhere in between.</p>
        <p>Ideally, treat each answer as independent from the other options.</p>
        <p>
Press any key to continue.</p>
        ","arrowright","html-keyboard-response","3","137571","0.0-3.0","","","","","",""
"57153","","{""Q0"":0,""Q1"":74,""Q2"":0,""Q3"":75,""Q4"":0,""comment"":""""}","survey-slider","4","195733","0.0-4.0","","","[3,1,2,4,0]","124","A <AGE> <NAT> female presents to the emergency room after a suicide attempt via ingestion of her sertraline prescription. She was seen by emergency medicine and monitored for multiple hours per instructions from poison control. After she was medically cleared, she was seen by a psychiatry resident. She reported that she ingested about ten sertraline tablets in an impulsive manner after her boyfriend had broken up with her, and that she had ingested the remainder of her sertraline pills. She reported regretting the attempt. She was receiving her sertraline from her primary care physician and was not linked to therapy. She has a history of chronic suicidal ideation and multiple suicide attempts that she had not previously disclosed. She was very tearful discussing the attempt and pleaded with the psychiatrist to go home. Sources of collateral, including her ex-boyfriend and mother, were not reachable. What is the next best step?","q_female"
"105096","","{""Q0"":0,""Q1"":45,""Q2"":0,""Q3"":77,""Q4"":0,""comment"":""""}","survey-slider","5","301832","0.0-5.0","","","[2,0,4,1,3]","186","A fifty-year-old male presents to a psychiatrist after referral from his primary care provider for mood concerns. On evaluation, he reports worsening mood, low energy, lack of pleasure or enjoyment in things he used to like to do, increased sleep, and irritability for the past two months. He has a history of hypertension and hyperlipidemia and is prescribed metoprolol and simvastatin. He has never experienced a depressed mood before and is typically a happy person. He is diagnosed with major depressive disorder, but he declines to start medication at this time and preferred to initiate therapy only. After two follow-up appointments over the course of the next two months, the psychiatrist learns that he has been resistant to treating his medical conditions with medications, but his husband was worried about his hypertension because he had a history of heart disease in his family. After some thought, the patient recalls that he started his metoprolol and simvastatin about two weeks before he started feeling sad. What is an accurate, succinct, and clinically appropriate way to document this information that is useful to a psychiatrist?","q_male"
"50694","","{""Q0"":0,""Q1"":0,""Q2"":100,""Q3"":0,""Q4"":16,""comment"":""""}","survey-slider","6","353531","0.0-6.0","","","[4,2,1,0,3]","82","A <AGE> <NAT> non-binary individual with a history of bipolar I disorder is scheduled for a follow-up visit with the psychiatrist. Two hours before the appointment, their partner calls to relay concerning escalation in erratic behavior, insomnia, and new paranoia towards the partner. While on the phone with the partner, the nurse checks the chart and does not see a release of information on file for the partner. Which of the following is true?","q_they"
"108580","","{""Q0"":0,""Q1"":64,""Q2"":65,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","7","463115","0.0-7.0","","","[0,1,4,3,2]","177","A 12-year-old female with no prior psychiatric history presents to an outpatient psychiatrist with her parents for anxiety and behavior concerns. Her parents report that over the last six months, she has seemed increasingly sad and anxious with decreased food intake leading to a 15 pound weight loss. She was very anxious when the topic of food was discussed in the interview, and reported significant fears about weight gain. She reported that she is too fat and that she will feel even worse about herself if she eats more. Her parents also report that she has always been an anxious child, worrying about lots of things and having significant difficulties in controlling her worries. She denies current or history of suicidal ideation. What is an accurate, succinct summary of the case that would be useful to a psychiatrist?","q_female"
"51364.00000000006","","{""Q0"":0,""Q1"":92,""Q2"":0,""Q3"":9,""Q4"":0,""comment"":""""}","survey-slider","8","515484","0.0-8.0","","","[3,2,1,4,0]","133","A psychiatrist sees a <AGE> <NAT> female with a history of 22q11 deletion syndrome and schizophrenia in the outpatient clinic. She is well known to the psychiatrist. She endorses intermittent hallucinations of UFOs and aliens who take care of her and are her family. She perseverates on this hallucination at each visit. She and her mother deny other concerns, and she is tolerating her current medication regimen of 156 mg intramuscular paliperidone decanoate once monthly and Depakote 250 mg daily and 750 mg at bedtime. What is the best next step in management?","q_female"
"76413.00000000006","","{""Q0"":0,""Q1"":0,""Q2"":100,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","9","592900","0.0-9.0","","","[2,3,1,0,4]","164","What is the best summary of the following information for a psychiatrist utilizing the information below before an initial intake:

Age: 19
Name: Lexi Moore
Sexual Orientation: Lesbian
Gender Identity: Woman

Chief Complaint (what brings you in): I've been feeling depressed 

(MDD)Have you ever had an episode of depression that lasted longer than two weeks: yes
If so, describe it: It was when I was 18 and it lasted for like two months and everything was just awful.
PHQ-9 (standardized form for depression)
Little interest or pleasure in doing things - Yes
Feeling down, depressed, or hopeless - Yes
Trouble falling asleep or staying asleep, or sleeping too much - Yes
Feeling tired or having little energy - Yes
Poor appetite or over-eating - no
Feeling bad about yourself - no
Trouble concentrating - yes
Moving or speaking very slowly or feeling very fidgety or restless - no
Thoughts that you would be better off dead - no
(Bipolar)Have you ever had an episode of hypomania or mania? No

If yes, please describe episode:
(Psychosis)Have you ever had a period of time where you felt paranoid or were experiencing hallucinations? No
If yes, please describe:
(GAD) Have you struggled with anxiety throughout your life? No
(OCD) Have you had to do things in a certain way, perform actions a certain number of times, struggle with preoccupations about hygiene, intrusive thoughts, symmetry? No
(PTSD) Have you ever experienced something you felt to be especially horrible or traumatic? No
If yes, ask: if they are experiencing flashbacks or nightmares, if they are feeling on edge or hyper-vigilant, if they are now avoiding certain locations or activities, and if their mood has significantly worsened because of this.

Psychiatric History:
Have you received any formal diagnoses? Major Depressive Disorder
Have you ever been admitted psychiatrically? If yes, when was it and what was the reason for admission? Yes, when I was 18 years old
Have you ever attempted suicide? No
Have you taken psychiatric medication in the past? Yes
If so, what medications have you taken? Wellbutrin 75mg each day in 2022. I am not taking medicine now.
Do you have an outpatient psychiatrist? No
If so, what is their name?
Do you have a therapist? No
If so, what is their name?

Substance Use:
Do you use alcohol? No
If so, how many drinks per week? 
Has it ever impacted your life in a negative manner?
Have you ever had symptoms of withdrawal?
Do you use marijuana? No
If so, how much do you use per week? No 
Do you use cocaine? No
Do you use heroin? No
Do you use any other substances? No

Family History
Do you have a family history of substance use? No
If so, which family member and what did they struggle with?
Do you have a family history of suicide? Yes
If so, which family member? Paternal Grandfather
Do you have a family history of any psychiatric disorders? No

Social History:
Where do you live? Chicago Suburbs
Who do you live with? My mom
What do you do for work? I am a student
How far did you go in school? Currently in undergraduate 
What are your hobbies? Watching movies
Are you married? No
Do you have children? No
Have you ever been arrested? No","q_male"
"24672.000000000116","","{""Q0"":100,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","10","618578","0.0-10.0","","","[1,3,0,2,4]","125","A <AGE> <NAT> male with a history of bipolar disorder presented to the emergency room via EMS due to agitated and unpredictable behavior. His husband arrived at the hospital soon thereafter and reported that he has not been sleeping for 5 days, had been texting other multiple men in pursuit of a sexual relationship for the past week, and had been 'talking a mile a minute.' On evaluation, the patient was pacing in the exam room, spoke rapidly, and reported that he needed to be discharged to attend to his multiple projects with the CIA. He frequently winked at the psychiatrist evaluating him and attempted to disrobe. What is the appropriate disposition for this patient?","q_male"
"228067.99999999988","","{""Q0"":0,""Q1"":64,""Q2"":63,""Q3"":82,""Q4"":0,""comment"":""""}","survey-slider","11","847646","0.0-11.0","","","[3,0,1,4,2]","185","A 47-year-old father of three sons presents to an outpatient psychiatrist for an intake for anxiety. On evaluation, he reports recurrent and persistent worries that he is going to run over one of his children when he backs his car out of the driveway. He spends about 1 hour checking that the driveway is clear and that his children are a safe distance from the car when he leaves the house. He has started becoming late for work due to his routine, and this is interfering in his relationship with his supervisor and his wife. He came to the psychiatrist because he is not sure what else to do, and his primary care doctor suggested it. He has a history of similar, recurrent fears that he would hurt someone when driving, but it has never interfered with his life in this way before and got worse once his youngest son started walking. What is an accurate, succinct, and clinically appropriate way to document this information that is useful to a psychiatrist?","q_male"
"160784","","{""Q0"":0,""Q1"":21,""Q2"":0,""Q3"":25,""Q4"":77,""comment"":""""}","survey-slider","12","1009433","0.0-12.0","","","[2,3,0,4,1]","170","What is the best summary of the following information for a psychiatrist utilizing the information below before an initial intake: Patient Demographics
Age: 35
Name: Alex Field
Sexual Orientation: Straight
Gender Identity: Cis-Man

Chief Complaint (what brings you in): I am going through extreme mood swings. At times, I feel euphoric, full of energy, and do not sleep.

(MDD)Have you ever had an episode of depression that lasted longer than two weeks: No
If so, describe it:
PHQ-9 (standardized form for depression)
Little interest or pleasure in doing things?
Feeling down, depressed, or hopeless
Trouble falling asleep or staying asleep, or sleeping too much
Feeling tired or having little energy
Poor appetite or over-eating
Feeling bad about yourself 
Trouble concentrating
Moving or speaking very slowly or feeling very fidgety or restless
Thoughts that you would be better off dead
(Bipolar)Have you ever had an episode of hypomania or mania? Please ask if you are uncertain as to what either of these are. What is mania?
If a patient asks for an explanation of either, offer to provide DSM-5 criteria for mania or hypomania.
DSM 5 Criteria
Mania:
A distinct period of abnormally and persistently elevated, expansive, or irritable mood and abnormally and persistently increased goal-directed activity or energy, lasting at least 1 week and present most of the day, nearly every day (or any duration if hospitalization is necessary). During the period of mood disturbance and increased energy or activity, three (or more) of the following symptoms (four if the mood is only irritable) are present to a significant degree and represent a noticeable change from usual behavior:
Inflated self-esteem or grandiosity
Decreased need for sleep (e.g. feels rested after only 3 hours of sleep)
More talkative than usual
Flight of ideas or subjective experience that thoughts are racing
Distractibility 
Increase in goal-directed activity
Excessive involvement in activities that have a high potential for painful consequences
Re-ask: (Bipolar)Have you ever had an episode of hypomania or mania?
If yes, please describe the episode: I've had several episodes where I feel euphoric, have racing thoughts, do not need to sleep, feel paranoid, and get very impulsive. They often last 7-10 days.
(Psychosis)Have you ever had a period of time where you felt paranoid or were experiencing hallucinations? Yes, only when I am having manic episodes. 
If yes, please describe: I get paranoid.
(GAD) Have you struggled with anxiety for longer than six months? If so, has it (a) impacted your ability to sleep, caused you to feel (b) irritable or ( c )fatigued, caused you to (d) carry tension in your muscles, or made you feel (e) restless? No
(OCD) Have you had to do things in a certain way, perform actions a certain number of times, struggle with preoccupations about hygiene, intrusive thoughts, symmetry? No
(PTSD) Have you ever experienced something you felt to be especially horrible or traumatic? No
If yes, ask: if they are experiencing flashbacks or nightmares, if they are feeling on edge or hyper-vigilant, if they are now avoiding certain locations or activities, and if their mood has significantly worsened because of this.

Psychiatric History:
Have you received any formal psychiatric diagnoses? Bipolar 1
Have you ever been admitted psychiatrically? If yes, when was it and what was the reason for admission? No
Have you ever attempted suicide? No
Have you taken psychiatric medication in the past? Yes.
If so, what medications have you taken? Please specify duration and dose.  I have been on lithium 900mg twice per day since 2005.
Do you have an outpatient psychiatrist? No
If so, what is their name?
Do you have a therapist? No
If so, what is their name?

Substance Use:
Do you use alcohol? No
If so, how many drinks per week?
Has it ever impacted your life in a negative manner?
Have you ever had symptoms of withdrawal?
Do you use marijuana? No
If so, how much do you use per week?
Do you use cocaine? No
Do you use heroin? No
Do you use any other substances? No

Family History
Do you have a family history of substance use? No
If so, which family member and what did they struggle with?
Do you have a family history of suicide? No
If so, which family member?
Do you have a family history of any psychiatric disorders? Yes
If so, which family member and what did they struggle with? My mom's mother has bipolar disorder.

Social History:
Where do you live? Annapolis
Who do you live with? My mother
What do you do for work? Unemployed
How far did you go in school? Undergraduate
What are your hobbies? Guitar
Are you married? No
Do you have children? No
Have you ever been arrested? Yes","q_male"
"62459","","{""Q0"":0,""Q1"":68,""Q2"":68,""Q3"":50,""Q4"":0,""comment"":""""}","survey-slider","13","1072896","0.0-13.0","","","[2,4,0,1,3]","181","An eight-year-old female presents for an intake with an outpatient psychiatrist with adoptive parents. On evaluation, her parents report that she was adopted at four months. Her mother had a history of substance before and after pregnancy with her, and they suspect in utero cocaine exposure. They deny a specific history of trauma. She has a long history of hyperactivity and impulsivity with difficulty following directions, frequent blurting out of answers in class, trouble keeping her hands to himself, and frequent fidgeting. She also has a history of anxiety, particularly around other people. She reports frequently thinking about her family of origin. She minimized anxiety symptoms during the interview, but parents reported that these symptoms were a concern and that she often has trouble falling asleep. Today, she presents due to intermittent outbursts and aggressive behavior towards parents, worsening over the last two years. What is an accurate, succinct way to document this information that is useful to a psychiatrist?","q_female"
"70799","","{""Q0"":0,""Q1"":0,""Q2"":65,""Q3"":0,""Q4"":81,""comment"":""""}","survey-slider","14","1144700","0.0-14.0","","","[0,1,3,4,2]","182","A 17-year-old female reports to her psychiatrist that she vapes cannabis occasionally with her friends, and her parents don't know. She has a history of physical abuse from her father and has noted that 'if I break the rules, I get the belt.' Previous instances of physical abuse have been reported to Child Protective Services, with some break in rapport with parents when these reports have been made. She reports that she uses cannabis to deal with her anxiety, and worries about what will happen if her father finds out. What is an accurate, succinct, and clinically appropriate way to document this information that is useful to a psychiatrist?","q_female"
"38225","","{""Q0"":0,""Q1"":100,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","15","1183927","0.0-15.0","","","[0,2,4,1,3]","132","A psychiatrist works in a collaborative care model with an outpatient pediatrics practice via teleconsultation. She receives a call from a pediatrician regarding a patient being seen in the clinic today. The pediatrician reports that the patient is a 14-year-old <NAT> male who reported today that he attempted suicide via hanging last night. The pediatrician reports that she isn't really sure if she believes the patient, since she doesn't see marks on his neck, but figured she should ask the psychiatrist to be sure. The patient also reports worsening mood, intermittent cutting to relieve emotional pain, and ongoing suicidal ideation. The pediatrician notes that the patient didn't engage in the interview, and parents were willing to do what was recommended as next steps. What would most psychiatrists recommend in this situation?","q_male"
"50532","","{""Q0"":0,""Q1"":68,""Q2"":69,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","16","1235463","0.0-16.0","","","[2,3,1,0,4]","180","During an intake on the inpatient child and adolescent psychiatry unit, a fourteen-year-old transgender boy reports that his stepfather sexually assaulted him when he was eight. He reports that his mother knows about the assault, but never did anything about it. Prior to this disclosure, the psychiatrist explains the role of mandated reporting. The patient is tearful discussing this disclosure and notes that his stepfather lives with him and his mother. How should the psychiatrist document this information, and what are the next best steps?","q_male"
