"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","participant_name","rater_id","question_order","q_no","q","q_key"
"29069","
            <p><b>Welcome</b> to the 'Paced Mentats: Expert Data Annotation' process.</p>
            <p><b>Thank you so much</b> for taking the time and sharing your valuable expertise! We are excited and happy to have you on the team!</p>
            <p>You are accessing version v0.32 (06/26/2024)</p>
            <p><b>If you refresh the page before the automatic download of the results at the end, your annotations will be lost!</b></p>
            <p>
Press any key to begin.</p>
        ","arrowright","html-keyboard-response","0","29073","0.0-0.0","","","","","",""
"","","","html-keyboard-response","1","34863","0.0-1.0","x0","x0","","","",""
"1262","
        <p>

<h2>Instructions 1/2</h2>

        In the following survey, you will be shown one question at a time with a set of possible answers. </p>
        <p><b>Please take your time to read each question and all the answers carefully</b>.</p>
        <p><b>You need to interact with all sliders</b> before you can continue to the next question.</p>
        <p>Informations regarding patient age or nationality are anonymized, if the informaiton is not relevant for the correct answer.</p>
        <p>If you think there is an issue with the question or one of the answers, please use the text box under each question to share your thoughts.</p>
        <p>Potentiall issues could be that the question needs more information (e.g., answer depends on patient age or nationality) or there is a factual error.</p>
        <p>
Press any key to continue.</p>
        ","arrowright","html-keyboard-response","2","37130","0.0-2.0","","","","","",""
"6833","
        <p>

<h2>Instructions 2/2</h2>

        <p><b>Move the sliders</b> for each answer option to <b>indicate how confident you are</b> that the answer is a correct response to the question.</p>
        <p>
If you are certain that the answer is a <b>correct choice for the question</b>, move the slide <b>all the way to the right</b>.</p>
        <p>
If you are certain that the answer is an <b>incorrect choice for the question</b>, move the slide <b>all the way to the left</b>.</p>
        <p>Multiple answers can be correct, incorrect, or somewhere in between.</p>
        <p>Ideally, treat each answer as independent from the other options.</p>
        <p>
Press any key to continue.</p>
        ","arrowright","html-keyboard-response","3","44966","0.0-3.0","","","","","",""
"84255","","{""Q0"":0,""Q1"":1,""Q2"":43,""Q3"":75,""Q4"":0,""comment"":""""}","survey-slider","4","130224","0.0-4.0","","","[4,0,2,1,3]","186","A fifty-year-old male presents to a psychiatrist after referral from his primary care provider for mood concerns. On evaluation, he reports worsening mood, low energy, lack of pleasure or enjoyment in things he used to like to do, increased sleep, and irritability for the past two months. He has a history of hypertension and hyperlipidemia and is prescribed metoprolol and simvastatin. He has never experienced a depressed mood before and is typically a happy person. He is diagnosed with major depressive disorder, but he declines to start medication at this time and preferred to initiate therapy only. After two follow-up appointments over the course of the next two months, the psychiatrist learns that he has been resistant to treating his medical conditions with medications, but his husband was worried about his hypertension because he had a history of heart disease in his family. After some thought, the patient recalls that he started his metoprolol and simvastatin about two weeks before he started feeling sad. What is an accurate, succinct, and clinically appropriate way to document this information that is useful to a psychiatrist?","q_male"
"32809","","{""Q0"":93,""Q1"":0,""Q2"":0,""Q3"":19,""Q4"":0,""comment"":""""}","survey-slider","5","164038","0.0-5.0","","","[1,4,0,3,2]","82","A <AGE> <NAT> woman with a history of bipolar I disorder is scheduled for a follow-up visit with the psychiatrist. Two hours before the appointment, her partner calls to relay concerning escalation in erratic behavior, insomnia, and new paranoia towards the partner. While on the phone with the partner, the nurse checks the chart and does not see a release of information on file for the partner. Which of the following is true?","q_female"
"26394","","{""Q0"":0,""Q1"":0,""Q2"":100,""Q3"":12,""Q4"":0,""comment"":""""}","survey-slider","6","191437","0.0-6.0","","","[0,2,3,4,1]","77","A <AGE> <NAT> man is brought to the emergency department by his partner due to erratic behavior. During the interview, he is suspicious, evasive, scanning the room frequently, and responding to internal stimuli. He endorses recent PCP and cocaine use earlier this morning. When you ask him for permission to speak to his partner, he becomes guarded, begins shouting at you, and pulls out a switchblade knife from his pocket and holds it out in front of himself while he backs up towards the door. He is blocking the only exit from the room. What is the most appropriate next step?","q_male"
"31862","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":100,""comment"":""""}","survey-slider","7","224304","0.0-7.0","","","[1,4,0,3,2]","73","A <AGE> <NAT> man is brought into the emergency department for psychiatric evaluation by police. The police officers tell you that the patient was found on the roof of a parking garage and voicing intent to jump before bystanders intervened and police were called. You bring the patient to a secluded interview room for an interview. The patient refuses to speak to you. During your interview, he makes intense eye contact, appears tense, abruptly stands with fists raised as if to strike at you. What is the most appropriate next step in management?","q_male"
"354667","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":100,""comment"":""""}","survey-slider","8","579971","0.0-8.0","","","[3,4,2,0,1]","169","What is the best summary of the following information for a psychiatrist utilizing the information below before an initial intake: Age: 23
Name: Kristen Moore
Sexual Orientation: Straight
Gender Identity: cis-female

Chief Complaint (what brings you in): I have trauma from a sexual assault that happened two years ago.

(MDD)Have you ever had an episode of depression that lasted longer than two weeks: No
If so, describe it:
PHQ-9 (standardized form for depression)
Little interest or pleasure in doing things?
Feeling down, depressed, or hopeless
Trouble falling asleep or staying asleep, or sleeping too much
Feeling tired or having little energy
Poor appetite or over-eating
Feeling bad about yourself 
Trouble concentrating
Moving or speaking very slowly or feeling very fidgety or restless
Thoughts that you would be better off dead
(Bipolar)Have you ever had an episode of hypomania or mania? No

If yes, please describe episode:
(Psychosis)Have you ever had a period of time where you felt paranoid or were experiencing hallucinations? No
If yes, please describe:
(GAD) Have you struggled with anxiety for longer than six months? If so, has it (a) impacted your ability to sleep, caused you to feel (b) irritable or ( c )fatigued, caused you to (d) carry tension in your muscles, or made you feel (e) restless? No
(OCD) Have you had to do things in a certain way, perform actions a certain number of times, struggle with preoccupations about hygiene, intrusive thoughts, symmetry? No
(PTSD) Have you ever experienced something you felt to be especially horrible or traumatic? Yes
If yes, ask: if they are experiencing flashbacks or nightmares, if they are feeling on edge or hyper-vigilant, if they are now avoiding certain locations or activities, and if their mood has significantly worsened because of this. I have nightmares every night. I can't walk home alone at night. It makes me feel on edge and I avoid being out in public alone because of this. It has caused a negative alteration in my mood so much.

Psychiatric History:
Have you received any formal psychiatric diagnoses? PTSD
Have you ever been admitted psychiatrically? If yes, when was it and what was the reason for admission? Yes, after the assault two years ago.
Have you ever attempted suicide? No
Have you taken psychiatric medication in the past? Yes
If so, what medications have you taken? Please specify duration and dose. I am taking prazosin 5mg each night. I've taken it for two years.
Do you have an outpatient psychiatrist? No
If so, what is their name?
Do you have a therapist? Yes
If so, what is their name? Laura

Substance Use:
Do you use alcohol? Yes
If so, how many drinks per week? 5 drinks per week
Has it ever impacted your life in a negative manner? no
Have you ever had symptoms of withdrawal? no
Do you use marijuana? No
If so, how much do you use per week? 
Do you use cocaine? No
Do you use heroin? No
Do you use any other substances? No

Family History
Do you have a family history of substance use? No
If so, which family member and what did they struggle with?
Do you have a family history of suicide? No
If so, which family member?
Do you have a family history of any psychiatric disorders? No
If so, which family member and what did they struggle with?

Social History:
Where do you live? Evanston
Who do you live with? Boyfriend
What do you do for work? Chef
How far did you go in school? Undergraduate
What are your hobbies? Gardening
Are you married? No
Do you have children? No
Have you ever been arrested? No","q_male"
"33177","","{""Q0"":0,""Q1"":0,""Q2"":6,""Q3"":100,""Q4"":0,""comment"":""""}","survey-slider","9","614153","0.0-9.0","","","[3,0,1,2,4]","74","A <AGE> <NAT> man is brought to your psychiatric office by his mother for an initial visit. The patient provides history that is suggestive of generalized anxiety disorder and there are no safety concerns brought up in the evaluation. He accepts a referral for individual therapy. The patient requests that his mother not be given any information about his clinical care. You finish the visit and walk the patient to the waiting room; his mother asks for an update on how the visit went. What is the most appropriate next step in management?","q_male"
