"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","participant_name","rater_id","question_order","q_no","q","q_key"
"38428","
            <p><b>Welcome</b> to the 'Paced Mentats: Expert Data Annotation' process.</p>
            <p><b>Thank you so much</b> for taking the time and sharing your valuable expertise! We are excited and happy to have you on the team!</p>
            <p>You are accessing version v0.32 (06/26/2024)</p>
            <p><b>If you refresh the page before the automatic download of the results at the end, your annotations will be lost!</b></p>
            <p>
Press any key to begin.</p>
        ","arrowright","html-keyboard-response","0","38442","0.0-0.0","","","","","",""
"","","","html-keyboard-response","1","45106","0.0-1.0","x6","x6","","","",""
"1354","
        <p>

<h2>Instructions 1/2</h2>

        In the following survey, you will be shown one question at a time with a set of possible answers. </p>
        <p><b>Please take your time to read each question and all the answers carefully</b>.</p>
        <p><b>You need to interact with all sliders</b> before you can continue to the next question.</p>
        <p>Informations regarding patient age or nationality are anonymized, if the informaiton is not relevant for the correct answer.</p>
        <p>If you think there is an issue with the question or one of the answers, please use the text box under each question to share your thoughts.</p>
        <p>Potentiall issues could be that the question needs more information (e.g., answer depends on patient age or nationality) or there is a factual error.</p>
        <p>
Press any key to continue.</p>
        ","arrowright","html-keyboard-response","2","47463","0.0-2.0","","","","","",""
"1251","
        <p>

<h2>Instructions 2/2</h2>

        <p><b>Move the sliders</b> for each answer option to <b>indicate how confident you are</b> that the answer is a correct response to the question.</p>
        <p>
If you are certain that the answer is a <b>correct choice for the question</b>, move the slide <b>all the way to the right</b>.</p>
        <p>
If you are certain that the answer is an <b>incorrect choice for the question</b>, move the slide <b>all the way to the left</b>.</p>
        <p>Multiple answers can be correct, incorrect, or somewhere in between.</p>
        <p>Ideally, treat each answer as independent from the other options.</p>
        <p>
Press any key to continue.</p>
        ","arrowright","html-keyboard-response","3","49717","0.0-3.0","","","","","",""
"176998.90000000037","","{""Q0"":4,""Q1"":89,""Q2"":2,""Q3"":4,""Q4"":94,""comment"":""""}","survey-slider","4","227723","0.0-4.0","","","[4,2,0,1,3]","77","A <AGE> <NAT> woman is brought to the emergency department by her partner due to erratic behavior. During the interview, she is suspicious, evasive, scanning the room frequently, and responding to internal stimuli. She endorses recent PCP and cocaine use earlier this morning. When you ask her for permission to speak to her partner, she becomes guarded, begins shouting at you, and pulls out a switchblade knife from her pocket and holds it out in front of herself while she backs up towards the door. She is blocking the only exit from the room. What is the most appropriate next step?","q_female"
"84588","","{""Q0"":7,""Q1"":36,""Q2"":14,""Q3"":97,""Q4"":14,""comment"":""""}","survey-slider","5","313317","0.0-5.0","","","[2,1,4,3,0]","33","A <AGE> <NAT> woman is evaluated in an outpatient psychiatry clinic. She has a history of type 1 diabetes and partial paraplegia related to a spinal-cord injury 1 year ago. Since her spinal cord injury, she has no longer been able to engage in her previous hobbies which included swimming and running. She has significant back pain. She is often tearful and feels like life is meaningless now. She thinks about ending her suffering on a daily basis via stopping to administer her insulin. You ask if she would be able to tell her family or present to an emergency room if her suicidal thoughts worsened and she tearfully replies 'I don't know'. She then describes feeling having blurred vision and having a headache. You speak with her husband on the phone who states that she has stopped administering her insulin over the past few days and talks about ending her life on a daily basis. How would most psychiatrists triage this situation?","q_female"
"37313.90000000037","","{""Q0"":68,""Q1"":2,""Q2"":0,""Q3"":99,""Q4"":0,""comment"":""""}","survey-slider","6","351636","0.0-6.0","","","[0,2,4,1,3]","89","A <AGE> <NAT> non-binary individual presents to a psychiatrist for routine follow-up. On initial visit four months ago, they described symptoms of a specific phobia of public speaking which was interfering with leading meetings at work. At the initial visit, they elected to pursue cognitive behavioral therapy and have been engaging in this weekly for the last three months with significant benefit. They report significantly lessened anxiety in public speaking settings and have been able to lead meetings at work without issue. You do not recommend any medication treatment. Their total visit time is 12 minutes. Which of the following billing codes most accurately describes the level of service of the encounter?","q_they"
"185126.29999999888","","{""Q0"":91,""Q1"":4,""Q2"":2,""Q3"":4,""Q4"":7,""comment"":""""}","survey-slider","7","537769","0.0-7.0","","","[1,2,3,0,4]","173","What is the best summary of the following information for a psychiatrist utilizing the information below before an initial intake: Patient Demographics
Age: 57
Name: Jeffrey Roethe
Sexual Orientation: Gay
Gender Identity: Cis-Male

Chief Complaint (what brings you in): I'm hearing voices that no one else can here

(MDD)Have you ever had an episode of depression that lasted longer than two weeks: No, I can't say I have. My mood tends to be pretty stable, just these voices and thoughts get to me.
If so, describe it: 
PHQ-9:
Little interest or pleasure in doing things?
Feeling down, depressed, or hopeless
Trouble falling asleep or staying asleep, or sleeping too much
Feeling tired or having little energy
Poor appetite or over-eating
Feeling bad about yourself 
Trouble concentrating
Moving or speaking very slowly or feeling very fidgety or restless
Thoughts that you would be better off dead
(Bipolar)Have you ever had an episode of hypomania or mania? No
If yes, please describe episode:
(Psychosis)Have you ever had a period of time where you felt paranoid or were experiencing hallucinations? Yes
If yes, please describe: Yes, definitely. It's the main thing that's been bothering me. I hear voices, different ones, sometimes they're talking to each other, sometimes to me. I can't tell where they're coming from. It's like they're in my head. I know the FBI is out to get me, but I also feel delusional. This has been going on for two years.
(GAD) Have you struggled with anxiety for longer than six months? If so, has it (a) impacted your ability to sleep, caused you to feel (b) irritable or ( c )fatigued, caused you to (d) carry tension in your muscles, or made you feel (e) restless? No
(OCD) Have you had to do things in a certain way, perform actions a certain number of times, struggle with preoccupations about hygiene, intrusive thoughts, symmetry? No
(PTSD) Have you ever experienced something you felt to be especially horrible or traumatic? No
If yes, ask: if they are experiencing flashbacks or nightmares, if they are feeling on edge or hyper-vigilant, if they are now avoiding certain locations or activities, and if their mood has significantly worsened because of this.

Psychiatric History:
Have you received any formal psychiatric diagnoses? Schizophrenia
Have you ever been admitted psychiatrically? If yes, when was it and what was the reason for admission? No
Have you ever attempted suicide? No
Have you taken psychiatric medication in the past? No
If so, what medications have you taken? Please specify duration and dose.
Do you have an outpatient psychiatrist? No
If so, what is their name?
Do you have a therapist? No
If so, what is their name?

Substance Use:
Do you use alcohol? No
If so, how many drinks per week?
Has it ever impacted your life in a negative manner?
Have you ever had symptoms of withdrawal?
Do you use marijuana? No
If so, how much do you use per week?
Do you use cocaine? No
Do you use heroin? No
Do you use any other substances? No

Family History
Do you have a family history of substance use? No
If so, which family member and what did they struggle with?
Do you have a family history of suicide? No
If so, which family member?
Do you have a family history of any psychiatric disorders? Yes
If so, which family member and what did they struggle with? Paternal uncle with schizophrenia

Social History:
Where do you live? Arkansas
Who do you live with? No one
What do you do for work? Unemployed, left my job two years ago
How far did you go in school? High school
What are your hobbies? Cardio exercise
Are you married? No
Do you have children? One
Have you ever been arrested? No","q_male"
"102653.90000000037","","{""Q0"":2,""Q1"":85,""Q2"":2,""Q3"":2,""Q4"":38,""comment"":""""}","survey-slider","8","641427","0.0-8.0","","","[0,1,3,4,2]","164","What is the best summary of the following information for a psychiatrist utilizing the information below before an initial intake:

Age: 19
Name: Lexi Moore
Sexual Orientation: Lesbian
Gender Identity: Woman

Chief Complaint (what brings you in): I've been feeling depressed 

(MDD)Have you ever had an episode of depression that lasted longer than two weeks: yes
If so, describe it: It was when I was 18 and it lasted for like two months and everything was just awful.
PHQ-9 (standardized form for depression)
Little interest or pleasure in doing things - Yes
Feeling down, depressed, or hopeless - Yes
Trouble falling asleep or staying asleep, or sleeping too much - Yes
Feeling tired or having little energy - Yes
Poor appetite or over-eating - no
Feeling bad about yourself - no
Trouble concentrating - yes
Moving or speaking very slowly or feeling very fidgety or restless - no
Thoughts that you would be better off dead - no
(Bipolar)Have you ever had an episode of hypomania or mania? No

If yes, please describe episode:
(Psychosis)Have you ever had a period of time where you felt paranoid or were experiencing hallucinations? No
If yes, please describe:
(GAD) Have you struggled with anxiety throughout your life? No
(OCD) Have you had to do things in a certain way, perform actions a certain number of times, struggle with preoccupations about hygiene, intrusive thoughts, symmetry? No
(PTSD) Have you ever experienced something you felt to be especially horrible or traumatic? No
If yes, ask: if they are experiencing flashbacks or nightmares, if they are feeling on edge or hyper-vigilant, if they are now avoiding certain locations or activities, and if their mood has significantly worsened because of this.

Psychiatric History:
Have you received any formal diagnoses? Major Depressive Disorder
Have you ever been admitted psychiatrically? If yes, when was it and what was the reason for admission? Yes, when I was 18 years old
Have you ever attempted suicide? No
Have you taken psychiatric medication in the past? Yes
If so, what medications have you taken? Wellbutrin 75mg each day in 2022. I am not taking medicine now.
Do you have an outpatient psychiatrist? No
If so, what is their name?
Do you have a therapist? No
If so, what is their name?

Substance Use:
Do you use alcohol? No
If so, how many drinks per week? 
Has it ever impacted your life in a negative manner?
Have you ever had symptoms of withdrawal?
Do you use marijuana? No
If so, how much do you use per week? No 
Do you use cocaine? No
Do you use heroin? No
Do you use any other substances? No

Family History
Do you have a family history of substance use? No
If so, which family member and what did they struggle with?
Do you have a family history of suicide? Yes
If so, which family member? Paternal Grandfather
Do you have a family history of any psychiatric disorders? No

Social History:
Where do you live? Chicago Suburbs
Who do you live with? My mom
What do you do for work? I am a student
How far did you go in school? Currently in undergraduate 
What are your hobbies? Watching movies
Are you married? No
Do you have children? No
Have you ever been arrested? No","q_male"
"256710.09999999963","","{""Q0"":2,""Q1"":3,""Q2"":91,""Q3"":45,""Q4"":2,""comment"":""""}","survey-slider","9","899143","0.0-9.0","","","[3,4,1,2,0]","32","A <AGE> <NAT> woman has a history of schizoaffective disorder, bipolar type and methamphetamine use disorder. She was found knocking on her neighbor's door in the middle of the night and trying to enter cars that were parked on the street. Police were called by a neighbor and she was brought into the emergency room. An evaluating psychiatrist found that she was exhibiting disorganized speech, was responding to internal stimuli, and was describing being tracked by the CIA via microchip in her head. She was agitated and threatening towards her medical providers, requiring physical restraints. Her urine drug screen was positive for amphetamines. How would most psychiatrists triage this situation?","q_female"
