"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","participant_name","rater_id","question_order","q_no","q","q_key"
"8844","
            <p><b>Welcome</b> to the 'Paced Mentats: Expert Data Annotation' process.</p>
            <p><b>Thank you so much</b> for taking the time and sharing your valuable expertise! We are excited and happy to have you on the team!</p>
            <p>You are accessing version v0.32 (06/26/2024)</p>
            <p><b>If you refresh the page before the automatic download of the results at the end, your annotations will be lost!</b></p>
            <p>
Press any key to begin.</p>
        ","arrowdown","html-keyboard-response","0","8864","0.0-0.0","","","","","",""
"","","","html-keyboard-response","1","19985","0.0-1.0","x6","x6","","","",""
"11082","
        <p>

<h2>Instructions 1/2</h2>

        In the following survey, you will be shown one question at a time with a set of possible answers. </p>
        <p><b>Please take your time to read each question and all the answers carefully</b>.</p>
        <p><b>You need to interact with all sliders</b> before you can continue to the next question.</p>
        <p>Informations regarding patient age or nationality are anonymized, if the informaiton is not relevant for the correct answer.</p>
        <p>If you think there is an issue with the question or one of the answers, please use the text box under each question to share your thoughts.</p>
        <p>Potentiall issues could be that the question needs more information (e.g., answer depends on patient age or nationality) or there is a factual error.</p>
        <p>
Press any key to continue.</p>
        ","arrowright","html-keyboard-response","2","32070","0.0-2.0","","","","","",""
"8604","
        <p>

<h2>Instructions 2/2</h2>

        <p><b>Move the sliders</b> for each answer option to <b>indicate how confident you are</b> that the answer is a correct response to the question.</p>
        <p>
If you are certain that the answer is a <b>correct choice for the question</b>, move the slide <b>all the way to the right</b>.</p>
        <p>
If you are certain that the answer is an <b>incorrect choice for the question</b>, move the slide <b>all the way to the left</b>.</p>
        <p>Multiple answers can be correct, incorrect, or somewhere in between.</p>
        <p>Ideally, treat each answer as independent from the other options.</p>
        <p>
Press any key to continue.</p>
        ","arrowright","html-keyboard-response","3","41678","0.0-3.0","","","","","",""
"137976.5","","{""Q0"":49,""Q1"":49,""Q2"":24,""Q3"":75,""Q4"":0,""comment"":""""}","survey-slider","4","180662","0.0-4.0","","","[2,0,4,1,3]","36","A <AGE> <NAT> man is admitted to the medical floor for treatment of osteomyelitis. His medical team has consulted psychiatry as he has been asking bizarre questions and does not seem to understand his medical treatment. On evaluation, the patient states that he doesn't need to take antibiotics because he is Jesus and can heal himself. You call this patient's mother who states that the patient has recently been wandering the streets of their neighborhood at night and talking to himself. She also states that the patient's brother has been diagnosed with schizophrenia. The consult psychiatrist decides to start an antipsychotic medication and the medical team continues to treat his infection until he is transitioned to oral antibiotics and ready to discharge medically. At this point, the patient has agreed to take his oral antibiotics, but is still noted to be speaking to himself and thinks that he is Jesus. How would most consultation psychiatrists triage this situation?","q_male"
"149555.7000000002","","{""Q0"":50,""Q1"":18,""Q2"":44,""Q3"":91,""Q4"":18,""comment"":""""}","survey-slider","5","331224","0.0-5.0","","","[3,1,2,0,4]","81","A <AGE> <NAT> woman with a history of bipolar I disorder calls the office requesting to speak to you about worsening depressive symptoms. A nurse calls the patient back that morning and she reports worsening suicidal ideation without any thoughts of method, plan, or intent. She asked her partner to stay home from work with her for support. She reports currently feeling safe and that the suicidal ideation abated within the last hour. She says she called the office because she is scared and wants help. What is the most appropriate next step in management?","q_female"
"115275.79999999981","","{""Q0"":75,""Q1"":0,""Q2"":99,""Q3"":84,""Q4"":2,""comment"":""""}","survey-slider","6","447506","0.0-6.0","","","[0,1,4,2,3]","183","A patient reports that she misses her aripiprazole about three times a week because she forgets it when she goes to work during the evening most of the time. What is an accurate, succinct, and clinically appropriate way to document this information that is useful to a psychiatrist?","q_female"
"152097.39999999944","","{""Q0"":96,""Q1"":16,""Q2"":2,""Q3"":39,""Q4"":0,""comment"":""""}","survey-slider","7","600608","0.0-7.0","","","[1,2,3,0,4]","87","A <AGE> <NAT> man presents to a psychiatrist for routine follow-up. He has a diagnosis of a specific phobia (flying on airplanes) for which he was prescribed lorazepam 0.5mg daily as needed prior to airplane trips. Since his last visit three months ago, he has been participating in cognitive behavioral therapy with significant benefit. He shares that he was recently able to successfully take a flight for a business trip without needing the lorazepam PRN. His total visit time is 11 minutes. Which of the following billing codes most accurately describes the level of service of the encounter?","q_male"
"795457.1999999993","","{""Q0"":1,""Q1"":1,""Q2"":50,""Q3"":24,""Q4"":98,""comment"":""""}","survey-slider","8","2449082","0.0-8.0","","","[3,0,1,2,4]","165","What is the best summary of the following information for a psychiatrist utilizing the information below before an initial intake:
Age: 42
Name: Laura Smith
Sexual Orientation: Straight
Gender Identity: Cis-woman

Chief Complaint (what brings you in): I'm just so sad all the time

(MDD)Have you ever had an episode of depression that lasted longer than two weeks: yes
If so, describe it: I've had three episodes. I had one in my 20's, one in my 30's, and one now.
PHQ-9 (standardized form for depression)
Little interest or pleasure in doing things - Yes
Feeling down, depressed, or hopeless - Yes
Trouble falling asleep or staying asleep, or sleeping too much - No
Feeling tired or having little energy - Yes
Poor appetite or over-eating - Yes
Feeling bad about yourself - Yes
Trouble concentrating - No
Moving or speaking very slowly or feeling very fidgety or restless - no
Thoughts that you would be better off dead - no
(Bipolar)Have you ever had an episode of hypomania or mania? No

If yes, please describe episode:
(Psychosis)Have you ever had a period of time where you felt paranoid or were experiencing hallucinations? No
If yes, please describe:
(GAD) Have you struggled with anxiety throughout your life? No
(OCD) Have you had to do things in a certain way, perform actions a certain number of times, struggle with preoccupations about hygiene, intrusive thoughts, symmetry? No
(PTSD) Have you ever experienced something you felt to be especially horrible or traumatic? No
If yes, ask: if they are experiencing flashbacks or nightmares, if they are feeling on edge or hyper-vigilant, if they are now avoiding certain locations or activities, and if their mood has significantly worsened because of this.

Psychiatric History:
Have you received any formal diagnoses? Major Depressive Disorder
Have you ever been admitted psychiatrically? If yes, when was it and what was the reason for admission? Yes, when I was 25 years old after a suicide attempt.
Have you ever attempted suicide? Yes, when I was 25 years old.
Have you taken psychiatric medication in the past? Yes
If so, what medications have you taken? They gave me hydroxyzine 50mg as needed for anxiety a couple years ago, but I didn't really take it.
Do you have an outpatient psychiatrist? No
If so, what is their name?
Do you have a therapist? No
If so, what is their name?

Substance Use:
Do you use alcohol? No
If so, how many drinks per week? 
Has it ever impacted your life in a negative manner?
Have you ever had symptoms of withdrawal?
Do you use marijuana? No
If so, how much do you use per week? No 
Do you use cocaine? Yes
Do you use heroin? No
Do you use any other substances? No

Family History
Do you have a family history of substance use? No
If so, which family member and what did they struggle with?
Do you have a family history of suicide? No
If so, which family member? 
Do you have a family history of any psychiatric disorders? Yes, my mom has depression

Social History:
Where do you live? Hyde Park
Who do you live with? My two pets
What do you do for work? I am a manager at Walgreens
How far did you go in school? High school
What are your hobbies? Walks in my neighborhood
Are you married? Divorced
Do you have children? No
Have you ever been arrested? No","q_male"
"61789","","{""Q0"":93,""Q1"":0,""Q2"":5,""Q3"":24,""Q4"":13,""comment"":""""}","survey-slider","9","2511878","0.0-9.0","","","[2,1,0,4,3]","74","A <AGE> <NAT> man is brought to your psychiatric office by his mother for an initial visit. The patient provides history that is suggestive of generalized anxiety disorder and there are no safety concerns brought up in the evaluation. He accepts a referral for individual therapy. The patient requests that his mother not be given any information about his clinical care. You finish the visit and walk the patient to the waiting room; his mother asks for an update on how the visit went. What is the most appropriate next step in management?","q_male"
