"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","participant_name","rater_id","question_order","q_no","q","q_key"
"2219","
            <p><b>Welcome</b> to the 'Paced Mentats: Expert Data Annotation' process.</p>
            <p><b>Thank you so much</b> for taking the time and sharing your valuable expertise! We are excited and happy to have you on the team!</p>
            <p>You are accessing version v0.32 (06/26/2024)</p>
            <p><b>If you refresh the page before the automatic download of the results at the end, your annotations will be lost!</b></p>
            <p>
Press any key to begin.</p>
        "," ","html-keyboard-response","0","2225","0.0-0.0","","","","","",""
"","","","html-keyboard-response","1","9094","0.0-1.0","x4","x4","","","",""
"1341","
        <p>

<h2>Instructions 1/2</h2>

        In the following survey, you will be shown one question at a time with a set of possible answers. </p>
        <p><b>Please take your time to read each question and all the answers carefully</b>.</p>
        <p><b>You need to interact with all sliders</b> before you can continue to the next question.</p>
        <p>Informations regarding patient age or nationality are anonymized, if the informaiton is not relevant for the correct answer.</p>
        <p>If you think there is an issue with the question or one of the answers, please use the text box under each question to share your thoughts.</p>
        <p>Potentiall issues could be that the question needs more information (e.g., answer depends on patient age or nationality) or there is a factual error.</p>
        <p>
Press any key to continue.</p>
        "," ","html-keyboard-response","2","11437","0.0-2.0","","","","","",""
"757","
        <p>

<h2>Instructions 2/2</h2>

        <p><b>Move the sliders</b> for each answer option to <b>indicate how confident you are</b> that the answer is a correct response to the question.</p>
        <p>
If you are certain that the answer is a <b>correct choice for the question</b>, move the slide <b>all the way to the right</b>.</p>
        <p>
If you are certain that the answer is an <b>incorrect choice for the question</b>, move the slide <b>all the way to the left</b>.</p>
        <p>Multiple answers can be correct, incorrect, or somewhere in between.</p>
        <p>Ideally, treat each answer as independent from the other options.</p>
        <p>
Press any key to continue.</p>
        "," ","html-keyboard-response","3","13196","0.0-3.0","","","","","",""
"47209.69999998808","","{""Q0"":0,""Q1"":0,""Q2"":100,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","4","61410","0.0-4.0","","","[3,2,4,0,1]","179","During an evaluation with a psychiatrist, a 16-year-old discloses that he is sexually active with his boyfriend. He reports that his parents don't know that he is gay and is very fearful that they will find out. What is an accurate, succinct, and clinically appropriate way to document this information that is useful to a psychiatrist?","q_male"
"103206.5","","{""Q0"":0,""Q1"":100,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","5","165620","0.0-5.0","","","[0,2,4,1,3]","36","A <AGE> <NAT> non-binary individual is admitted to the medical floor for treatment of osteomyelitis. Their medical team has consulted psychiatry as they have been asking bizarre questions and does not seem to understand their medical treatment. On evaluation, the patient states that they don't need to take antibiotics because they are Jesus and can heal themself. You call this patient's mother who states that the patient has recently been wandering the streets of their neighborhood at night and talking to themself. She also states that the patient's brother has been diagnosed with schizophrenia. The consult psychiatrist decides to start an antipsychotic medication and the medical team continues to treat their infection until they are transitioned to oral antibiotics and ready to discharge medically. At this point, the patient has agreed to take their oral antibiotics, but is still noted to be speaking to themself and thinks that they are Jesus. How would most consultation psychiatrists triage this situation?","q_they"
"30181.90000000596","","{""Q0"":0,""Q1"":100,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","6","196805","0.0-6.0","","","[3,0,1,4,2]","130","A <AGE> <NAT> male presents to his outpatient psychiatrist for follow-up. He is linked to an individual therapist and takes sertraline 200 mg daily, bupropion XL 150 mg daily, and aripiprazole 5 mg daily for severe depression. During the visit, he becomes tearful and reports a worsening mood with thoughts that his family would be better off without him. He feels hopeless about the future and wonders if he will ever get better. He is currently seeing a therapist weekly. The psychiatrist collaborated with the therapist prior to the appointment, who reported that the patient is struggling to cope and frequently reaches out to the therapist between appointments. The patient denies active suicidal ideation and does not have access to a gun. The psychiatrist reviews available resources with the patient. What might most psychiatrists recommend in this situation, if resources are available?","q_male"
"38778.29999999702","","{""Q0"":0,""Q1"":0,""Q2"":100,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","7","236587","0.0-7.0","","","[4,0,1,3,2]","35","A <AGE> <NAT> non-binary individual without psychiatric history presents to the emergency room for suicidality. They state that they want to shoot themself to 'end it all'. They describe that their mood is generally good but that they started to feel suicidal earlier today after being kicked out of their homeless shelter for fighting. They have no history of suicide attempts. They deny access to a firearm but states that they can 'always get one'. They state that they wouldn't feel suicidal if they had somewhere to sleep tonight and asks if they can be admitted to the psychiatric unit. They state that if they are not admitted, they will kill themself. How would most psychiatrists triage this situation?","q_they"
"51412.09999999404","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":100,""Q4"":0,""comment"":""""}","survey-slider","8","289002","0.0-8.0","","","[4,2,3,0,1]","81","A <AGE> <NAT> non-binary individual with a history of bipolar I disorder calls the office requesting to speak to you about worsening depressive symptoms. A nurse calls the patient back that morning and they report worsening suicidal ideation without any thoughts of method, plan, or intent. They asked their partner to stay home from work with them for support. They report currently feeling safe and that the suicidal ideation abated within the last hour. They say they called the office because they are scared and want help. What is the most appropriate next step in management?","q_they"
"32824.30000001192","","{""Q0"":0,""Q1"":100,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","9","322831","0.0-9.0","","","[3,1,4,2,0]","128","A 17-year-old <NAT> female presented to the pediatric psychiatric freestanding emergency room for suicidal ideation. She reported suicidal ideation to her mother, who brought her to the emergency room. On evaluation, the patient reported that she had been experiencing intermittent suicidal ideation without intent or plan for the last several weeks after the death of her grandfather. She reported a desire to be with him and occasionally heard the sound of her grandfather laughing, which she found to be a reassuring experience. She had a long history of feeling anxious around others but had not sought treatment for these symptoms. She denied a history of suicidal ideation or suicide attempts in the past. She reported she had otherwise been eating and sleeping well, had no other medical symptoms or problems, and felt comfortable opening up to her mother about her feelings. Her mother reported she was surprised to hear about her daughter's intermittent suicidal thoughts, but was happy to check in with her daily to ensure that her suicidal thoughts do not progress to active suicidal ideation with intent and plan. What else should the psychiatrist ask about when planning a disposition for this patient?","q_female"
