"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","participant_name","rater_id","question_order","q_no","q","q_key"
"8296","
            <p><b>Welcome</b> to the 'Paced Mentats: Expert Data Annotation' process.</p>
            <p><b>Thank you so much</b> for taking the time and sharing your valuable expertise! We are excited and happy to have you on the team!</p>
            <p>You are accessing version v0.32 (06/26/2024)</p>
            <p><b>If you refresh the page before the automatic download of the results at the end, your annotations will be lost!</b></p>
            <p>
Press any key to begin.</p>
        ","k","html-keyboard-response","0","8314","0.0-0.0","","","","","",""
"","","","html-keyboard-response","1","14357","0.0-1.0","x6","x6","","","",""
"21805","
        <p>

<h2>Instructions 1/2</h2>

        In the following survey, you will be shown one question at a time with a set of possible answers. </p>
        <p><b>Please take your time to read each question and all the answers carefully</b>.</p>
        <p><b>You need to interact with all sliders</b> before you can continue to the next question.</p>
        <p>Informations regarding patient age or nationality are anonymized, if the informaiton is not relevant for the correct answer.</p>
        <p>If you think there is an issue with the question or one of the answers, please use the text box under each question to share your thoughts.</p>
        <p>Potentiall issues could be that the question needs more information (e.g., answer depends on patient age or nationality) or there is a factual error.</p>
        <p>
Press any key to continue.</p>
        "," ","html-keyboard-response","2","37166","0.0-2.0","","","","","",""
"10712","
        <p>

<h2>Instructions 2/2</h2>

        <p><b>Move the sliders</b> for each answer option to <b>indicate how confident you are</b> that the answer is a correct response to the question.</p>
        <p>
If you are certain that the answer is a <b>correct choice for the question</b>, move the slide <b>all the way to the right</b>.</p>
        <p>
If you are certain that the answer is an <b>incorrect choice for the question</b>, move the slide <b>all the way to the left</b>.</p>
        <p>Multiple answers can be correct, incorrect, or somewhere in between.</p>
        <p>Ideally, treat each answer as independent from the other options.</p>
        <p>
Press any key to continue.</p>
        "," ","html-keyboard-response","3","48882","0.0-3.0","","","","","",""
"108135.29999999702","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":100,""Q4"":0,""comment"":""""}","survey-slider","4","158026","0.0-4.0","","","[3,0,2,1,4]","126","A 12-year-old <NAT> non-binary individual presented to a freestanding psychiatric emergency room in July with their mother due to ongoing suicidal ideation for the last several weeks. They disclosed suicidal ideation to their school counselor, who contacted their parents. On evaluation with the psychiatrist, the patient reported worsening mood for the last several years, significant anxiety, and three previous suicide attempts that they had not disclosed prior, including one suicide attempt a week ago in which they held their father's gun up to their forehead, then put it away after thinking about their dog. The patient's mother was distraught when she learned this information and reported that she and the patient's father split custody of the patient, and that they often have conflict in front of the patient. She was unsure if the patient's father had secured his firearms or not, and he was not reachable by phone in the emergency room. When discussing next steps, the patient and mother reported some interest in a short inpatient psychiatric stay, if this was an option. The patient was not linked to therapy or psychiatry. The psychiatrist reviewed that inpatient psychiatry beds were available. The mother reported that she was willing to safetyproof her home, and the patient was not able to consistently report that they would not attempt suicide on discharge home. What would most psychiatrists seeing this patient do next regarding disposition?","q_they"
"167617.40000000596","","{""Q0"":0,""Q1"":75,""Q2"":50,""Q3"":25,""Q4"":75,""comment"":""Typo. Question says \""an woman\"" -> \""a woman\""""}","survey-slider","5","326649","0.0-5.0","","","[2,0,3,1,4]","37","An <AGE> <NAT> woman presents to the emergency room with suicidal thoughts. She is brought in by her roommate whom she had texted describing her suicidal thoughts. She describes that she has been feeling depressed over the past month since moving away to college. She feels unmotivated, has been waking up early every morning and has not had an appetite. For the past few days she started thinking that things would be better if she were no longer around. She states that she does not have a plan or method of suicide attempt and would be too scared to attempt suicide because of her religious beliefs. These suicidal thoughts worried her and she texted her roommate for assistance. She has no history of psychiatric hospitalizations or suicide attempts. She has never been on psychiatric medications. She has an intake appointment with an outpatient psychiatrist scheduled for two days from now. How would most psychiatrists triage this situation?","q_female"
"227799.70000000298","","{""Q0"":100,""Q1"":0,""Q2"":0,""Q3"":51,""Q4"":25,""comment"":""""}","survey-slider","6","555483","0.0-6.0","","","[1,0,3,4,2]","165","What is the best summary of the following information for a psychiatrist utilizing the information below before an initial intake:
Age: 42
Name: Laura Smith
Sexual Orientation: Straight
Gender Identity: Cis-woman

Chief Complaint (what brings you in): I'm just so sad all the time

(MDD)Have you ever had an episode of depression that lasted longer than two weeks: yes
If so, describe it: I've had three episodes. I had one in my 20's, one in my 30's, and one now.
PHQ-9 (standardized form for depression)
Little interest or pleasure in doing things - Yes
Feeling down, depressed, or hopeless - Yes
Trouble falling asleep or staying asleep, or sleeping too much - No
Feeling tired or having little energy - Yes
Poor appetite or over-eating - Yes
Feeling bad about yourself - Yes
Trouble concentrating - No
Moving or speaking very slowly or feeling very fidgety or restless - no
Thoughts that you would be better off dead - no
(Bipolar)Have you ever had an episode of hypomania or mania? No

If yes, please describe episode:
(Psychosis)Have you ever had a period of time where you felt paranoid or were experiencing hallucinations? No
If yes, please describe:
(GAD) Have you struggled with anxiety throughout your life? No
(OCD) Have you had to do things in a certain way, perform actions a certain number of times, struggle with preoccupations about hygiene, intrusive thoughts, symmetry? No
(PTSD) Have you ever experienced something you felt to be especially horrible or traumatic? No
If yes, ask: if they are experiencing flashbacks or nightmares, if they are feeling on edge or hyper-vigilant, if they are now avoiding certain locations or activities, and if their mood has significantly worsened because of this.

Psychiatric History:
Have you received any formal diagnoses? Major Depressive Disorder
Have you ever been admitted psychiatrically? If yes, when was it and what was the reason for admission? Yes, when I was 25 years old after a suicide attempt.
Have you ever attempted suicide? Yes, when I was 25 years old.
Have you taken psychiatric medication in the past? Yes
If so, what medications have you taken? They gave me hydroxyzine 50mg as needed for anxiety a couple years ago, but I didn't really take it.
Do you have an outpatient psychiatrist? No
If so, what is their name?
Do you have a therapist? No
If so, what is their name?

Substance Use:
Do you use alcohol? No
If so, how many drinks per week? 
Has it ever impacted your life in a negative manner?
Have you ever had symptoms of withdrawal?
Do you use marijuana? No
If so, how much do you use per week? No 
Do you use cocaine? Yes
Do you use heroin? No
Do you use any other substances? No

Family History
Do you have a family history of substance use? No
If so, which family member and what did they struggle with?
Do you have a family history of suicide? No
If so, which family member? 
Do you have a family history of any psychiatric disorders? Yes, my mom has depression

Social History:
Where do you live? Hyde Park
Who do you live with? My two pets
What do you do for work? I am a manager at Walgreens
How far did you go in school? High school
What are your hobbies? Walks in my neighborhood
Are you married? Divorced
Do you have children? No
Have you ever been arrested? No","q_male"
"66782.89999999106","","{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":100,""Q4"":0,""comment"":""""}","survey-slider","7","623276","0.0-7.0","","","[2,4,3,0,1]","92","A <AGE> <NAT> man presents to the psychiatrist for an initial visit to discuss new onset attentional difficulties. He describes symptoms consistent with generalized anxiety disorder and attention deficit hyperactivity disorder and you recommend starting bupropion XL 150mg daily. You recommend checking a complete blood count, chem-7 panel, thyroid function tests, and an electrocardiogram. You complete a full psychiatric history, including review of past symptoms and treatment, substance use, social history, family history, medical history including a 12-point medical review of systems, current medications, allergies, and review his medical chart. The total visit lasts 45 minutes. Which of the following billing codes most accurately describes the level of service of the encounter?","q_male"
"57836.5","","{""Q0"":10,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":100,""comment"":""""}","survey-slider","8","682119","0.0-8.0","","","[3,0,1,4,2]","90","A <AGE> <NAT> man with a history of obsessive compulsive disorder managed with fluoxetine presents to the psychiatrist for routine follow-up. Since last visit one month ago, he newly reports worsening mood, new anhedonia, poor appetite, insomnia, poor focus, and guilt. He denies any SI. He does not have a history of depressive episodes in the past. His OCD symptoms are under good control. You order a TSH and vitamin D level. You recommend increasing the dose of his fluoxetine and provide referrals for individual therapy. The total visit time is 25 minutes. Which of the following billing codes most accurately describes the level of service of the encounter?","q_male"
"49922.09999999404","","{""Q0"":0,""Q1"":100,""Q2"":0,""Q3"":0,""Q4"":0,""comment"":""""}","survey-slider","9","733048","0.0-9.0","","","[0,2,4,3,1]","74","A <AGE> <NAT> non-binary individual is brought to your psychiatric office by their mother for an initial visit. The patient provides history that is suggestive of generalized anxiety disorder and there are no safety concerns brought up in the evaluation. They accept a referral for individual therapy. The patient requests that their mother not be given any information about their clinical care. You finish the visit and walk the patient to the waiting room; their mother asks for an update on how the visit went. What is the most appropriate next step in management?","q_they"
